,elapsed_time,retrieve_top_k_time,openai_api_time,test_query,shortest_distance,assistant_answer
0,0.6095809936523438,0.6095809936523438,,오늘 서울 날씨 어때? 비 올까?,0.5339819192886353,[REFUSAL]
1,0.03125119209289551,0.03125119209289551,,내일 아침에 입을 옷 추천해줘.,0.4850321412086487,[REFUSAL]
2,0.0626828670501709,0.06249737739562988,,겨울철 실내 습도는 몇 퍼센트가 적당해?,0.6968305110931396,[REFUSAL]
3,0.028688907623291016,0.028688907623291016,,감기랑 독감 증상 구분하는 방법 알려줘.,0.6681792736053467,[REFUSAL]
4,0.031248807907104492,0.031248807907104492,,목이 칼칼할 때 집에서 할 수 있는 관리법이 뭐야?,0.6351717710494995,[REFUSAL]
5,0.046483755111694336,0.046483755111694336,,카페인 끊으면 몸에 어떤 변화가 생겨?,0.6041887998580933,[REFUSAL]
6,0.037045955657958984,0.03604626655578613,,물 하루에 몇 리터 마시는 게 좋아?,0.6380186080932617,[REFUSAL]
7,0.023647069931030273,0.023647069931030273,,눈이 자주 피로한데 생활 습관 뭐 바꾸면 좋아?,0.6637718677520752,[REFUSAL]
8,0.0363924503326416,0.0363924503326416,,잠이 잘 안 올 때 효과적인 루틴 추천해줘.,0.651286780834198,[REFUSAL]
9,0.0236666202545166,0.0236666202545166,,낮잠은 몇 분 정도가 제일 좋아?,0.5867034792900085,[REFUSAL]
10,0.031249523162841797,0.031249523162841797,,다이어트할 때 탄수화물은 얼마나 먹어야 해?,0.6545655727386475,[REFUSAL]
11,0.03338217735290527,0.03338217735290527,,단백질은 하루에 얼마나 섭취하는 게 적당해?,0.5678659081459045,[REFUSAL]
12,0.027678251266479492,0.027678251266479492,,운동 초보가 일주일 루틴 짜려면 어떻게 해?,0.5001479983329773,[REFUSAL]
13,0.031248807907104492,0.031248807907104492,,헬스장에서 처음 하면 좋은 운동 뭐가 있어?,0.666250467300415,[REFUSAL]
14,0.04700875282287598,0.04700875282287598,,홈트할 때 무릎 안 아프게 스쿼트 하는 법 알려줘.,0.6015638113021851,[REFUSAL]
15,0.02868056297302246,0.02868056297302246,,러닝할 때 페이스 조절은 어떻게 해?,0.6100167036056519,[REFUSAL]
16,0.03124833106994629,0.03124833106994629,,허리 통증 줄이는 스트레칭 추천해줘.,0.6499056816101074,[REFUSAL]
17,0.040360212326049805,0.040360212326049805,,목/어깨 뭉침 풀어주는 간단한 동작 있어?,0.6627223491668701,[REFUSAL]
18,0.031236648559570312,0.031236648559570312,,식후 혈당이 급격히 오르는 걸 막으려면?,0.5761691927909851,[REFUSAL]
19,0.03124833106994629,0.03124833106994629,,건강검진 결과에서 중성지방이 높으면 어떻게 해야 해?,0.6065650582313538,[REFUSAL]
20,0.042490482330322266,0.042490482330322266,,전기요금 절약하는 현실적인 방법 뭐가 있어?,0.6306976079940796,[REFUSAL]
21,0.02467823028564453,0.02467823028564453,,난방비 줄이면서도 따뜻하게 지내는 팁 알려줘.,0.6134090423583984,[REFUSAL]
22,0.0312502384185791,0.0312502384185791,,빨래 냄새 안 나게 말리는 요령이 있어?,0.694513201713562,[REFUSAL]
23,0.037912845611572266,0.037912845611572266,,흰 티셔츠 누런 때 제거하는 법 좀.,0.6191901564598083,[REFUSAL]
24,0.022682905197143555,0.022682905197143555,,수건이 뻣뻣해졌는데 다시 부드럽게 하는 방법?,0.6729835867881775,[REFUSAL]
25,0.04687333106994629,0.04687333106994629,,냉장고 냄새 빼는 가장 쉬운 방법 알려줘.,0.6646673679351807,[REFUSAL]
26,0.03837943077087402,0.03837943077087402,,주방 기름때 청소할 때 뭐가 제일 잘 들어?,0.6575157046318054,[REFUSAL]
27,0.02193284034729004,0.02193284034729004,,욕실 곰팡이 예방하는 루틴 추천해줘.,0.6340643763542175,[REFUSAL]
28,0.046994686126708984,0.046994686126708984,,원룸 정리정돈 잘하는 법 좀 알려줘.,0.6467863321304321,[REFUSAL]
29,0.038803815841674805,0.038803815841674805,,이사 준비 체크리스트 만들어줘.,0.6288619041442871,[REFUSAL]
30,0.03379559516906738,0.03379559516906738,,컴퓨터가 자꾸 느려지는데 원인이 뭘까?,0.5439982414245605,[REFUSAL]
31,0.03617215156555176,0.03617215156555176,,노트북 배터리 수명 늘리는 습관 알려줘.,0.6505809426307678,[REFUSAL]
32,0.038984060287475586,0.038984060287475586,,와이파이 속도가 느릴 때 점검 순서가 있어?,0.5614157915115356,[REFUSAL]
33,0.03818225860595703,0.03718304634094238,,스마트폰 저장공간 확보하는 방법 추천해줘.,0.5177217125892639,[REFUSAL]
34,0.03598332405090332,0.03598332405090332,,사진 백업은 뭐로 하는 게 안전해?,0.46022409200668335,[REFUSAL]
35,0.03666114807128906,0.03566098213195801,,비밀번호 관리 잘하는 방법이 궁금해.,0.46244966983795166,[REFUSAL]
36,0.0377349853515625,0.03673529624938965,,이메일 피싱인지 확인하는 요령 알려줘.,0.5160088539123535,[REFUSAL]
37,0.036643266677856445,0.036643266677856445,,카카오톡 대화 백업은 어떻게 해?,0.4218519926071167,[REFUSAL]
38,0.037200212478637695,0.037200212478637695,,아이폰이랑 안드로이드 각각 장단점이 뭐야?,0.5779473781585693,[REFUSAL]
39,0.03821516036987305,0.03821516036987305,,블루투스 연결이 자꾸 끊길 때 해결법 있어?,0.5626044273376465,[REFUSAL]
40,0.03719210624694824,0.03719210624694824,,영어 회화 빨리 늘리는 공부법 알려줘.,0.6019368171691895,[REFUSAL]
41,0.03719472885131836,0.03719472885131836,,토익 공부 계획을 4주로 짜줄 수 있어?,0.5834039449691772,[REFUSAL]
42,0.037755489349365234,0.03675675392150879,,일본어 히라가나 외우는 꿀팁 있어?,0.6718708276748657,[REFUSAL]
43,0.03789567947387695,0.03789567947387695,,독서 습관 만들려면 어떻게 시작하는 게 좋을까?,0.5814011096954346,[REFUSAL]
44,0.03783416748046875,0.03783416748046875,,집중력 높이는 방법 중에 바로 해볼 수 있는 거 뭐야?,0.6177043318748474,[REFUSAL]
45,0.037244319915771484,0.036245107650756836,,미루는 습관(프로크래스티네이션) 고치는 법 알려줘.,0.582927942276001,[REFUSAL]
46,0.03622913360595703,0.03622913360595703,,발표할 때 긴장 덜 하는 팁 있을까?,0.580938994884491,[REFUSAL]
47,0.03937721252441406,0.03937721252441406,,면접에서 자주 나오는 질문 리스트 좀 뽑아줘.,0.5362048149108887,[REFUSAL]
